case_id,energy_ev,grazing_angle_deg,order,efficiency,diffraction_angle_deg
mono-00000000,50.0,4.882210444916382,-20,1.422332327458642e-07,45.667609571763236
mono-00000000,50.0,4.882210444916382,-19,1.201648047229734e-07,44.4634547093751
mono-00000000,50.0,4.882210444916382,-18,5.513840102963683e-07,43.232938665699116
mono-00000000,50.0,4.882210444916382,-17,1.4698241203766064e-06,41.97364205407635
mono-00000000,50.0,4.882210444916382,-16,2.5353764631939364e-06,40.68279040431759
mono-00000000,50.0,4.882210444916382,-15,3.1537686605597164e-06,39.35717589304749
mono-00000000,50.0,4.882210444916382,-14,2.7471062451574618e-06,37.99305547589054
mono-00000000,50.0,4.882210444916382,-13,1.368294170856061e-06,36.58601610094391
mono-00000000,50.0,4.882210444916382,-12,3.8662134799863826e-07,35.13079299479552
mono-00000000,50.0,4.882210444916382,-11,2.453575531170082e-06,33.62101937342901
mono-00000000,50.0,4.882210444916382,-10,1.0519915570222573e-05,32.048873041242494
mono-00000000,50.0,4.882210444916382,-9,2.544577897233805e-05,30.40456269536064
mono-00000000,50.0,4.882210444916382,-8,4.260753914165504e-05,28.67555502672584
mono-00000000,50.0,4.882210444916382,-7,5.009523089271346e-05,26.845362344785208
mono-00000000,50.0,4.882210444916382,-6,3.433817902387376e-05,24.891540467525004
mono-00000000,50.0,4.882210444916382,-5,4.791913643956473e-06,22.782159617209814
mono-00000000,50.0,4.882210444916382,-4,8.595644505362655e-05,20.4690268073318
mono-00000000,50.0,4.882210444916382,-3,0.0008667403690434065,17.873031299663296
mono-00000000,50.0,4.882210444916382,-2,0.005352087003303668,14.84631822360413
mono-00000000,50.0,4.882210444916382,-1,0.04390439629125305,11.039869990023348
mono-00000000,50.0,4.882210444916382,0,0.7761585000744223,4.8822104449164385
mono-00000000,50.0,4.882210444916382,1,0.0,0.0
mono-00000000,50.0,4.882210444916382,2,0.0,0.0
mono-00000000,50.0,4.882210444916382,3,0.0,0.0
mono-00000000,50.0,4.882210444916382,4,0.0,0.0
mono-00000000,50.0,4.882210444916382,5,0.0,0.0
mono-00000000,50.0,4.882210444916382,6,0.0,0.0
mono-00000000,50.0,4.882210444916382,7,0.0,0.0
mono-00000000,50.0,4.882210444916382,8,0.0,0.0
mono-00000000,50.0,4.882210444916382,9,0.0,0.0
mono-00000000,50.0,4.882210444916382,10,0.0,0.0
mono-00000000,50.0,4.882210444916382,11,0.0,0.0
mono-00000000,50.0,4.882210444916382,12,0.0,0.0
mono-00000000,50.0,4.882210444916382,13,0.0,0.0
mono-00000000,50.0,4.882210444916382,14,0.0,0.0
mono-00000000,50.0,4.882210444916382,15,0.0,0.0
mono-00000000,50.0,4.882210444916382,16,0.0,0.0
mono-00000000,50.0,4.882210444916382,17,0.0,0.0
mono-00000000,50.0,4.882210444916382,18,0.0,0.0
mono-00000000,50.0,4.882210444916382,19,0.0,0.0
mono-00000000,50.0,4.882210444916382,20,0.0,0.0
mono-00000001,60.0,4.460078275584493,-20,2.9301527834899556e-07,41.495154198314474
mono-00000001,60.0,4.460078275584493,-19,1.1008272619225109e-07,40.41136273046494
mono-00000001,60.0,4.460078275584493,-18,3.256471902790564e-07,39.302935378502774
mono-00000001,60.0,4.460078275584493,-17,1.1823364590587582e-06,38.16766581859397
mono-00000001,60.0,4.460078275584493,-16,2.5257297857437447e-06,37.003022720222084
mono-00000001,60.0,4.460078275584493,-15,3.753719292685267e-06,35.80607820915519
mono-00000001,60.0,4.460078275584493,-14,3.98798559254818e-06,34.57341476679422
mono-00000001,60.0,4.460078275584493,-13,2.7249957379045425e-06,33.30100205118331
mono-00000001,60.0,4.460078275584493,-12,8.918399011065106e-07,31.984030842892643
mono-00000001,60.0,4.460078275584493,-11,1.3035515929026204e-06,30.61668434219203
mono-00000001,60.0,4.460078275584493,-10,8.216408643347092e-06,29.191815272729322
mono-00000001,60.0,4.460078275584493,-9,2.476748421034856e-05,27.70047656632746
mono-00000001,60.0,4.460078275584493,-8,4.8377231047405696e-05,26.13121530171493
mono-00000001,60.0,4.460078275584493,-7,6.622557232249445e-05,24.46896527713311
mono-00000001,60.0,4.460078275584493,-6,5.755699021294506e-05,22.693218397831203
mono-00000001,60.0,4.460078275584493,-5,1.6068062188147704e-05,20.774801751430616
mono-00000001,60.0,4.460078275584493,-4,5.0892667449155935e-05,18.66968876896742
mono-00000001,60.0,4.460078275584493,-3,0.0007942582319092517,16.30561961867835
mono-00000001,60.0,4.460078275584493,-2,0.005766619749988398,13.547571763561308
mono-00000001,60.0,4.460078275584493,-1,0.05301752373547147,10.07691421745163
mono-00000001,60.0,4.460078275584493,0,0.7631878107015087,4.460078275584465
