parameter,value,energy_ev,grazing_angle_deg,status,efficiency,error_message
fourier_orders,5,5000.0,0.484960000000001,ok,0.5169092316174598,
fourier_orders,10,5000.0,0.484960000000001,ok,0.5163350488430322,
fourier_orders,15,5000.0,0.484960000000001,ok,0.5163294251965126,
fourier_orders,20,5000.0,0.484960000000001,ok,0.5163379200261264,
fourier_orders,25,5000.0,0.484960000000001,ok,0.5162525470664029,
fourier_orders,30,5000.0,0.484960000000001,ok,0.516253266739761,
fourier_orders,35,5000.0,0.484960000000001,ok,0.5162537893687773,
