parameter,value,energy_ev,grazing_angle_deg,status,efficiency,error_message
z_resolution_nm,0.01,6000.0,0.331100000000006,ok,0.012870632094840755,
z_resolution_nm,0.05,6000.0,0.331100000000006,ok,0.013160799946058215,
z_resolution_nm,0.1,6000.0,0.331100000000006,ok,0.013146796892544358,
z_resolution_nm,0.5,6000.0,0.331100000000006,ok,0.012644973541988376,
z_resolution_nm,1.0,6000.0,0.331100000000006,ok,0.011074034426024268,
z_resolution_nm,5.0,6000.0,0.331100000000006,ok,0.00011682654969557265,
z_resolution_nm,10.0,6000.0,0.331100000000006,ok,0.00013626390205170847,
