wave length	n	k	Energy	WL	-delta	beta		WL			Energy		Energy	beta	Energy	beta		Energy	delta	beta
								0.0488505142944	0.154	0.594657384688215	25.3802855079077				25.3802855079077	0.594657384688215		16.47464	-0.03225	0.70626
								0.048862900296	0.154	0.595088523480855	25.373851991784				25.373851991784	0.595088523480855		16.47736	-0.03228	0.70615
								0.0488752862976	0.154	0.595519662273496	25.3674217364305				25.3674217364305	0.595519662273496		16.48007	-0.03232	0.70604
								0.0488876722992	0.154	0.595950801066136	25.3609947393689				25.3609947393689	0.595950801066136		16.48278	-0.03236	0.70593
								0.0489000583008	0.154	0.596381939858777	25.3545709981233				25.3545709981233	0.596381939858777		16.4855	-0.03239	0.70582
								0.0489124443024	0.154	0.596813078651417	25.3481505102203				25.3481505102203	0.596813078651417		16.48821	-0.03243	0.70571
								0.048924830304	0.154	0.597244217444058	25.341733273189				25.341733273189	0.597244217444058		16.49093	-0.03247	0.7056
								0.0489372163056	0.154	0.597675356236698	25.335319284561				25.335319284561	0.597675356236698		16.49365	-0.0325	0.70549
								0.0489496023072	0.154	0.598106495029339	25.3289085418705				25.3289085418705	0.598106495029339		16.49636	-0.03254	0.70538
								0.0489619883088	0.154	0.598537633821979	25.322501042654				25.322501042654	0.598537633821979		16.49908	-0.03258	0.70527
								0.0489743743104	0.154	0.59896877261462	25.3160967844507				25.3160967844507	0.59896877261462		16.5018	-0.03261	0.70516
								0.048986760312	0.154	0.59939991140726	25.3096957648021				25.3096957648021	0.59939991140726		16.50452	-0.03265	0.70505
								0.0489991463136	0.154	0.5998310501999	25.3032979812523				25.3032979812523	0.5998310501999		16.50725	-0.03269	0.70494
								0.0490115323152	0.15396950170989	0.600343105763741	25.2969034313479				25.2969034313479	0.600343105763741		16.50997	-0.03272	0.70483
								0.0490239183168	0.153919350878429	0.600907302617674	25.2905121126379				25.2905121126379	0.600907302617674		16.51269	-0.03276	0.70472
								0.0490363043184	0.153869200046968	0.601471499471606	25.2841240226738				25.2841240226738	0.601471499471606		16.51542	-0.0328	0.70461
								0.04904869032	0.153819049215508	0.602035696325539	25.2777391590096				25.2777391590096	0.602035696325539		16.51814	-0.03283	0.7045
								0.0490610763216	0.153768898384047	0.602599893179471	25.2713575192018				25.2713575192018	0.602599893179471		16.52087	-0.03287	0.70439
								0.0490734623232	0.153718747552586	0.603164090033404	25.2649791008093				25.2649791008093	0.603164090033404		16.52359	-0.03291	0.70428
								0.0490858483248	0.153668596721126	0.603728286887337	25.2586039013934				25.2586039013934	0.603728286887337		16.52632	-0.03294	0.70417
								0.0490982343264	0.153618445889665	0.604292483741269	25.2522319185181				25.2522319185181	0.604292483741269		16.52905	-0.03298	0.70406
								0.049110620328	0.153568295058204	0.604856680595202	25.2458631497496				25.2458631497496	0.604856680595202		16.53178	-0.03303	0.70396
								0.0491230063296	0.153518144226744	0.605420877449134	25.2394975926567				25.2394975926567	0.605420877449134		16.53451	-0.03309	0.70387
								0.0491353923312	0.153467993395283	0.605985074303067	25.2331352448106				25.2331352448106	0.605985074303067		16.53724	-0.03315	0.70378
								0.0491477783328	0.153417842563822	0.606549271156999	25.226776103785				25.226776103785	0.606549271156999		16.53998	-0.03322	0.7037
								0.0491601643344	0.153367691732362	0.607113468010932	25.2204201671559				25.2204201671559	0.607113468010932		16.54271	-0.03328	0.70361
								0.049172550336	0.153317540900901	0.607677664864865	25.2140674325019				25.2140674325019	0.607677664864865		16.54544	-0.03334	0.70352
								0.0491849363376	0.15326739006944	0.608241861718797	25.2077178974041				25.2077178974041	0.608241861718797		16.54818	-0.03341	0.70343
								0.0491973223392	0.15321723923798	0.60880605857273	25.2013715594458				25.2013715594458	0.60880605857273		16.55092	-0.03347	0.70334
								0.0492097083408	0.153167088406519	0.609370255426663	25.1950284162128				25.1950284162128	0.609370255426663		16.55365	-0.03353	0.70326
								0.0492220943424	0.153116937575058	0.609934452280595	25.1886884652935				25.1886884652935	0.609934452280595		16.55639	-0.03359	0.70317
								0.049234480344	0.153066786743598	0.610498649134528	25.1823517042786				25.1823517042786	0.610498649134528		16.55913	-0.03366	0.70308
								0.0492468663456	0.153016635912137	0.61106284598846	25.1760181307612				25.1760181307612	0.61106284598846		16.56187	-0.03372	0.70299
								0.0492592523472	0.152966485080676	0.611627042842393	25.1696877423369				25.1696877423369	0.611627042842393		16.56461	-0.03378	0.7029
								0.0492716383488	0.152916334249216	0.612191239696325	25.1633605366036				25.1633605366036	0.612191239696325		16.56735	-0.03385	0.70282
								0.0492840243504	0.152866183417755	0.612755436550258	25.1570365111618				25.1570365111618	0.612755436550258		16.57009	-0.03391	0.70273
								0.049296410352	0.152816032586294	0.613319633404191	25.1507156636142				25.1507156636142	0.613319633404191		16.57284	-0.03397	0.70264
								0.0493087963536	0.152765881754833	0.613883830258123	25.1443979915661				25.1443979915661	0.613883830258123		16.57558	-0.03403	0.70255
								0.0493211823552	0.152715730923373	0.614448027112056	25.138083492625				25.138083492625	0.614448027112056		16.57833	-0.0341	0.70246
								0.0493335683568	0.152665580091912	0.615012223965988	25.131772164401				25.131772164401	0.615012223965988		16.58107	-0.03416	0.70238
								0.0493459543584	0.152615429260451	0.615576420819921	25.1254640045065				25.1254640045065	0.615576420819921		16.58382	-0.03422	0.70229
								0.04935834036	0.152565278428991	0.616140617673854	25.1191590105563				25.1191590105563	0.616140617673854		16.58657	-0.03429	0.7022
								0.0493707263616	0.15251512759753	0.616704814527786	25.1128571801677				25.1128571801677	0.616704814527786		16.58932	-0.03435	0.70211
								0.0493831123632	0.152464976766069	0.617269011381719	25.1065585109601				25.1065585109601	0.617269011381719		16.59207	-0.03441	0.70202
								0.0493954983648	0.152414825934609	0.617833208235651	25.1002630005557				25.1002630005557	0.617833208235651		16.59482	-0.03447	0.70194
								0.0494078843664	0.152364675103148	0.618397405089584	25.0939706465788				25.0939706465788	0.618397405089584		16.59757	-0.03454	0.70185
								0.049420270368	0.152314524271687	0.618961601943516	25.0876814466561				25.0876814466561	0.618961601943516		16.60032	-0.0346	0.70176
								0.0494326563696	0.152264373440227	0.619525798797449	25.0813953984167				25.0813953984167	0.619525798797449		16.60307	-0.03466	0.70167
								0.0494450423712	0.152214222608766	0.620089995651382	25.0751124994922				25.0751124994922	0.620089995651382		16.60583	-0.03473	0.70158
								0.0494574283728	0.152164071777305	0.620654192505314	25.0688327475165				25.0688327475165	0.620654192505314		16.60858	-0.03479	0.7015
								0.0494698143744	0.152113920945845	0.621218389359247	25.0625561401258				25.0625561401258	0.621218389359247		16.61134	-0.03485	0.70141
								0.049482200376	0.152063770114384	0.621782586213179	25.0562826749586				25.0562826749586	0.621782586213179		16.6141	-0.03491	0.70132
								0.0494945863776	0.152013619282923	0.622346783067112	25.0500123496561				25.0500123496561	0.622346783067112		16.61685	-0.03498	0.70123
								0.0495069723792	0.151963468451463	0.622910979921045	25.0437451618615				25.0437451618615	0.622910979921045		16.61961	-0.03504	0.70114
								0.0495193583808	0.151913317620002	0.623475176774977	25.0374811092205				25.0374811092205	0.623475176774977		16.62237	-0.0351	0.70106
								0.0495317443824	0.151863166788541	0.62403937362891	25.0312201893812				25.0312201893812	0.62403937362891		16.62513	-0.03517	0.70097
								0.049544130384	0.151813015957081	0.624603570482843	25.024962399994				25.024962399994	0.624603570482843		16.6279	-0.03523	0.70088
								0.0495565163856	0.15176286512562	0.625167767336775	25.0187077387116				25.0187077387116	0.625167767336775		16.63066	-0.03529	0.70079
								0.0495689023872	0.151712714294159	0.625731964190707	25.0124562031892				25.0124562031892	0.625731964190707		16.63342	-0.03535	0.7007
								0.0495812883888	0.151662563462699	0.62629616104464	25.0062077910841				25.0062077910841	0.62629616104464		16.63619	-0.03542	0.70062
								0.0495936743904	0.151612412631238	0.626860357898573	24.9999625000563				24.9999625000563	0.626860357898573		16.63895	-0.03548	0.70053
								0.049606060392	0.151562261799777	0.627424554752505	24.9937203277677				24.9937203277677	0.627424554752505		16.64172	-0.03554	0.70044
								0.0496184463936	0.151512110968317	0.627988751606438	24.9874812718828				24.9874812718828	0.627988751606438		16.64449	-0.03561	0.70035
								0.0496308323952	0.151461960136856	0.628552948460371	24.9812453300685				24.9812453300685	0.628552948460371		16.64725	-0.03567	0.70026
								0.0496432183968	0.151411809305395	0.629117145314303	24.9750124999938				24.9750124999938	0.629117145314303		16.65002	-0.03573	0.70018
								0.0496556043984	0.151361658473935	0.629681342168236	24.9687827793301				24.9687827793301	0.629681342168236		16.65279	-0.03579	0.70009
								0.0496679904	0.151311507642474	0.630245539022168	24.9625561657514				24.9625561657514	0.630245539022168		16.65556	-0.03586	0.7
								0.0496803764016	0.151261356811013	0.630809735876101	24.9563326569335				24.9563326569335	0.630809735876101		16.65833	-0.03592	0.69991
								0.0496927624032	0.151211205979553	0.631373932730034	24.950112250555				24.950112250555	0.631373932730034		16.66111	-0.03598	0.69982
								0.0497051484048	0.151161055148092	0.631938129583966	24.9438949442965				24.9438949442965	0.631938129583966		16.66388	-0.03605	0.69974
								0.0497175344064	0.151110904316631	0.632502326437899	24.9376807358411				24.9376807358411	0.632502326437899		16.66666	-0.03611	0.69965
								0.049729920408	0.151060753485171	0.633066523291831	24.9314696228741				24.9314696228741	0.633066523291831		16.66943	-0.03617	0.69956
								0.0497423064096	0.15101060265371	0.633630720145764	24.9252616030832				24.9252616030832	0.633630720145764		16.67221	-0.03623	0.69947
								0.0497546924112	0.150960451822249	0.634194916999696	24.9190566741582				24.9190566741582	0.634194916999696		16.67498	-0.0363	0.69938
								0.0497670784128	0.150910300990789	0.634759113853629	24.9128548337914				24.9128548337914	0.634759113853629		16.67776	-0.03636	0.6993
								0.0497794644144	0.150860150159328	0.635323310707562	24.9066560796774				24.9066560796774	0.635323310707562		16.68054	-0.03642	0.69921
								0.049791850416	0.150809999327867	0.635887507561494	24.900460409513				24.900460409513	0.635887507561494		16.68332	-0.03649	0.69912
								0.0498042364176	0.150759848496407	0.636451704415427	24.8942678209973				24.8942678209973	0.636451704415427		16.6861	-0.03655	0.69903
								0.0498166224192	0.150709697664946	0.637015901269359	24.8880783118317				24.8880783118317	0.637015901269359		16.68889	-0.03661	0.69894
								0.0498290084208	0.150659546833485	0.637580098123292	24.8818918797199				24.8818918797199	0.637580098123292		16.69167	-0.03667	0.69886
								0.0498413944224	0.150609396002025	0.638144294977224	24.875708522368				24.875708522368	0.638144294977224		16.69445	-0.03674	0.69877
								0.049853780424	0.150559245170564	0.638708491831157	24.8695282374841				24.8695282374841	0.638708491831157		16.69724	-0.0368	0.69868
								0.0498661664256	0.150509094339103	0.63927268868509	24.8633510227788				24.8633510227788	0.63927268868509		16.70002	-0.03686	0.69859
								0.0498785524272	0.150458943507642	0.639836885539022	24.8571768759649				24.8571768759649	0.639836885539022		16.70281	-0.03693	0.6985
								0.0498909384288	0.150408792676182	0.640401082392955	24.8510057947575				24.8510057947575	0.640401082392955		16.7056	-0.03699	0.69842
								0.0499033244304	0.150358641844721	0.640965279246887	24.844837776874				24.844837776874	0.640965279246887		16.70838	-0.03705	0.69833
								0.049915710432	0.15030849101326	0.64152947610082	24.8386728200339				24.8386728200339	0.64152947610082		16.71117	-0.03711	0.69824
								0.0499280964336	0.1502583401818	0.642093672954753	24.8325109219591				24.8325109219591	0.642093672954753		16.71396	-0.03718	0.69815
								0.0499404824352	0.150208189350339	0.642657869808685	24.8263520803738				24.8263520803738	0.642657869808685		16.71676	-0.03724	0.69806
								0.0499528684368	0.150158038518878	0.643222066662618	24.8201962930044				24.8201962930044	0.643222066662618		16.71955	-0.0373	0.69798
								0.0499652544384	0.150107887687418	0.643786263516551	24.8140435575795				24.8140435575795	0.643786263516551		16.72234	-0.03737	0.69789
								0.04997764044	0.150057736855957	0.644350460370483	24.80789387183				24.80789387183	0.644350460370483		16.72513	-0.03743	0.6978
								0.0499900264416	0.150007586024496	0.644914657224415	24.8017472334891				24.8017472334891	0.644914657224415		16.72793	-0.03749	0.69771
								0.0500024124432	0.149895678840925	0.645521605795376	24.7956036402922				24.7956036402922	0.645521605795376		16.73073	-0.03756	0.69762
								0.0500147984448	0.149772765259502	0.646136173702491	24.7894630899768				24.7894630899768	0.646136173702491		16.73352	-0.03762	0.69753
								0.0500271844464	0.149649851678079	0.646750741609606	24.783325580283				24.783325580283	0.646750741609606		16.73632	-0.03768	0.69745
								0.050039570448	0.149526938096656	0.647365309516722	24.7771911089527				24.7771911089527	0.647365309516722		16.73912	-0.03774	0.69736
								0.0500519564496	0.149404024515233	0.647979877423837	24.7710596737305				24.7710596737305	0.647979877423837		16.74192	-0.03781	0.69727
								0.0500643424512	0.14928111093381	0.648594445330952	24.7649312723627				24.7649312723627	0.648594445330952		16.74472	-0.03787	0.69718
								0.0500767284528	0.149158197352387	0.649209013238067	24.7588059025984				24.7588059025984	0.649209013238067		16.74752	-0.03793	0.69709
								0.0500891144544	0.149035283770964	0.649823581145182	24.7526835621884				24.7526835621884	0.649823581145182		16.75032	-0.038	0.69701
								0.050101500456	0.148912370189541	0.650438149052297	24.7465642488861				24.7465642488861	0.650438149052297		16.75313	-0.03805	0.69692
								0.0501138864576	0.148789456608117	0.651052716959413	24.740447960447				24.740447960447	0.651052716959413		16.75593	-0.03809	0.69683
								0.0501262724592	0.148666543026694	0.651667284866528	24.7343346946287				24.7343346946287	0.651667284866528		16.75874	-0.03814	0.69675
								0.0501386584608	0.148543629445271	0.652281852773643	24.7282244491912				24.7282244491912	0.652281852773643		16.76154	-0.03819	0.69666
								0.0501510444624	0.148420715863848	0.652896420680758	24.7221172218966				24.7221172218966	0.652896420680758		16.76435	-0.03824	0.69657
								0.050163430464	0.148297802282425	0.653510988587873	24.7160130105093				24.7160130105093	0.653510988587873		16.76716	-0.03829	0.69649
								0.0501758164656	0.148174888701002	0.654125556494989	24.7099118127957				24.7099118127957	0.654125556494989		16.76997	-0.03834	0.6964
								0.0501882024672	0.148051975119579	0.654740124402104	24.7038136265248				24.7038136265248	0.654740124402104		16.77278	-0.03839	0.69631
								0.0502005884688	0.147929061538156	0.655354692309219	24.6977184494674				24.6977184494674	0.655354692309219		16.77559	-0.03844	0.69623
								0.0502129744704	0.147806147956733	0.655969260216335	24.6916262793966				24.6916262793966	0.655969260216335		16.7784	-0.03849	0.69614
								0.050225360472	0.14768323437531	0.65658382812345	24.6855371140879				24.6855371140879	0.65658382812345		16.78121	-0.03854	0.69606
								0.0502377464736	0.147560320793887	0.657198396030565	24.6794509513188				24.6794509513188	0.657198396030565		16.78403	-0.03859	0.69597
								0.0502501324752	0.147437407212464	0.65781296393768	24.673367788869				24.673367788869	0.65781296393768		16.78684	-0.03864	0.69588
								0.0502625184768	0.147314493631041	0.658427531844795	24.6672876245205				24.6672876245205	0.658427531844795		16.78966	-0.03869	0.6958
								0.0502749044784	0.147191580049618	0.65904209975191	24.6612104560573				24.6612104560573	0.65904209975191		16.79247	-0.03874	0.69571
								0.05028729048	0.147068666468195	0.659656667659026	24.6551362812658				24.6551362812658	0.659656667659026		16.79529	-0.03879	0.69562
								0.0502996764816	0.146945752886772	0.660271235566141	24.6490650979344				24.6490650979344	0.660271235566141		16.79811	-0.03884	0.69554
								0.0503120624832	0.146822839305349	0.660885803473256	24.6429969038539				24.6429969038539	0.660885803473256		16.80093	-0.03889	0.69545
								0.0503244484848	0.146699925723926	0.661500371380371	24.6369316968169				24.6369316968169	0.661500371380371		16.80375	-0.03894	0.69536
								0.0503368344864	0.146577012142503	0.662114939287486	24.6308694746186				24.6308694746186	0.662114939287486		16.80657	-0.03898	0.69528
								0.050349220488	0.14645409856108	0.662729507194602	24.6248102350561				24.6248102350561	0.662729507194602		16.80939	-0.03903	0.69519
								0.0503616064896	0.146331184979657	0.663344075101717	24.6187539759288				24.6187539759288	0.663344075101717		16.81222	-0.03908	0.6951
								0.0503739924912	0.146208271398234	0.663958643008832	24.6127006950381				24.6127006950381	0.663958643008832		16.81504	-0.03913	0.69502
								0.0503863784928	0.146085357816811	0.664573210915947	24.6066503901877				24.6066503901877	0.664573210915947		16.81786	-0.03918	0.69493
								0.0503987644944	0.145962444235388	0.665187778823062	24.6006030591834				24.6006030591834	0.665187778823062		16.82069	-0.03923	0.69484
								0.050411150496	0.145839530653964	0.665802346730178	24.5945586998333				24.5945586998333	0.665802346730178		16.82352	-0.03928	0.69476
								0.0504235364976	0.145716617072541	0.666416914637293	24.5885173099474				24.5885173099474	0.666416914637293		16.82635	-0.03933	0.69467
								0.0504359224992	0.145593703491118	0.667031482544408	24.582478887338				24.582478887338	0.667031482544408		16.82917	-0.03938	0.69459
								0.0504483085008	0.145470789909695	0.667646050451523	24.5764434298196				24.5764434298196	0.667646050451523		16.832	-0.03943	0.6945
								0.0504606945024	0.145347876328272	0.668260618358639	24.5704109352088				24.5704109352088	0.668260618358639		16.83484	-0.03948	0.69441
								0.050473080504	0.145224962746849	0.668875186265754	24.5643814013243				24.5643814013243	0.668875186265754		16.83767	-0.03953	0.69433
								0.0504854665056	0.145102049165426	0.669489754172869	24.5583548259869				24.5583548259869	0.669489754172869		16.8405	-0.03958	0.69424
								0.0504978525072	0.144979135584003	0.670104322079984	24.5523312070196				24.5523312070196	0.670104322079984		16.84333	-0.03963	0.69415
								0.0505102385088	0.14485622200258	0.670718889987099	24.5463105422476				24.5463105422476	0.670718889987099		16.84617	-0.03968	0.69407
								0.0505226245104	0.144733308421157	0.671333457894215	24.5402928294982				24.5402928294982	0.671333457894215		16.849	-0.03973	0.69398
								0.050535010512	0.144610394839734	0.67194802580133	24.5342780666008				24.5342780666008	0.67194802580133		16.85184	-0.03978	0.69389
								0.0505473965136	0.144487481258311	0.672562593708445	24.5282662513868				24.5282662513868	0.672562593708445		16.85468	-0.03982	0.69381
								0.0505597825152	0.144364567676888	0.673177161615561	24.5222573816899				24.5222573816899	0.673177161615561		16.85752	-0.03987	0.69372
								0.0505721685168	0.144241654095465	0.673791729522675	24.516251455346				24.516251455346	0.673791729522675		16.86036	-0.03992	0.69363
								0.0505845545184	0.144118740514042	0.674406297429791	24.5102484701928				24.5102484701928	0.674406297429791		16.8632	-0.03997	0.69355
								0.05059694052	0.143995826932619	0.675020865336906	24.5042484240705				24.5042484240705	0.675020865336906		16.86604	-0.04002	0.69346
								0.0506093265216	0.143872913351196	0.675635433244021	24.4982513148212				24.4982513148212	0.675635433244021		16.86888	-0.04007	0.69337
								0.0506217125232	0.143749999769773	0.676250001151136	24.492257140289				24.492257140289	0.676250001151136		16.87172	-0.04012	0.69329
								0.0506340985248	0.14362708618835	0.676864569058252	24.4862658983203				24.4862658983203	0.676864569058252		16.87457	-0.04017	0.6932
								0.0506464845264	0.143504172606927	0.677479136965367	24.4802775867636				24.4802775867636	0.677479136965367		16.87741	-0.04022	0.69312
								0.050658870528	0.143381259025504	0.678093704872482	24.4742922034695				24.4742922034695	0.678093704872482		16.88026	-0.04027	0.69303
								0.0506712565296	0.143258345444081	0.678708272779597	24.4683097462906				24.4683097462906	0.678708272779597		16.88311	-0.04032	0.69294
								0.0506836425312	0.143135431862658	0.679322840686712	24.4623302130816				24.4623302130816	0.679322840686712		16.88595	-0.04037	0.69286
								0.0506960285328	0.143012518281234	0.679937408593828	24.4563536016994				24.4563536016994	0.679937408593828		16.8888	-0.04042	0.69277
								0.0507084145344	0.142889604699811	0.680551976500943	24.450379910003				24.450379910003	0.680551976500943		16.89165	-0.04047	0.69268
								0.050720800536	0.142766691118388	0.681166544408058	24.4444091358535				24.4444091358535	0.681166544408058		16.8945	-0.04052	0.6926
								0.0507331865376	0.142643777536965	0.681781112315173	24.4384412771138				24.4384412771138	0.681781112315173		16.89735	-0.04057	0.69251
								0.0507455725392	0.142520863955542	0.682395680222288	24.4324763316494				24.4324763316494	0.682395680222288		16.90021	-0.04062	0.69242
								0.0507579585408	0.142397950374119	0.683010248129404	24.4265142973274				24.4265142973274	0.683010248129404		16.90306	-0.04066	0.69234
								0.0507703445424	0.142275036792696	0.683624816036519	24.4205551720172				24.4205551720172	0.683624816036519		16.90592	-0.04071	0.69225
								0.050782730544	0.142152123211273	0.684239383943634	24.4145989535903				24.4145989535903	0.684239383943634		16.90877	-0.04076	0.69216
								0.0507951165456	0.14202920962985	0.684853951850749	24.4086456399202				24.4086456399202	0.684853951850749		16.91163	-0.04081	0.69208
								0.0508075025472	0.141906296048427	0.685468519757865	24.4026952288826				24.4026952288826	0.685468519757865		16.91449	-0.04086	0.69199
								0.0508198885488	0.141783382467004	0.68608308766498	24.3967477183552				24.3967477183552	0.68608308766498		16.91735	-0.04091	0.6919
								0.0508322745504	0.141660468885581	0.686697655572095	24.3908031062176				24.3908031062176	0.686697655572095		16.9202	-0.04096	0.69182
								0.050844660552	0.141537555304158	0.68731222347921	24.3848613903516				24.3848613903516	0.68731222347921		16.92307	-0.04101	0.69173
								0.0508570465536	0.141414641722735	0.687926791386325	24.3789225686413				24.3789225686413	0.687926791386325		16.92593	-0.04106	0.69165
								0.0508694325552	0.141291728141312	0.688541359293441	24.3729866389725				24.3729866389725	0.688541359293441		16.92879	-0.04111	0.69156
								0.0508818185568	0.141168814559889	0.689155927200556	24.3670535992331				24.3670535992331	0.689155927200556		16.93165	-0.04116	0.69147
								0.0508942045584	0.141045900978466	0.689770495107671	24.3611234473133				24.3611234473133	0.689770495107671		16.93452	-0.04121	0.69139
								0.05090659056	0.140922987397043	0.690385063014786	24.3551961811052				24.3551961811052	0.690385063014786		16.93738	-0.04126	0.6913
								0.0509189765616	0.14080007381562	0.690999630921901	24.349271798503				24.349271798503	0.690999630921901		16.94025	-0.04131	0.69121
								0.0509313625632	0.140677160234197	0.691614198829017	24.3433502974027				24.3433502974027	0.691614198829017		16.94312	-0.04136	0.69113
								0.0509437485648	0.140554246652774	0.692228766736132	24.3374316757028				24.3374316757028	0.692228766736132		16.94598	-0.04141	0.69104
								0.0509561345664	0.140431333071351	0.692843334643247	24.3315159313034				24.3315159313034	0.692843334643247		16.94885	-0.04146	0.69095
								0.050968520568	0.140308419489928	0.693457902550362	24.3256030621069				24.3256030621069	0.693457902550362		16.95172	-0.0415	0.69087
								0.0509809065696	0.140185505908504	0.694072470457478	24.3196930660178				24.3196930660178	0.694072470457478		16.9546	-0.04155	0.69078
								0.0509932925712	0.140062592327081	0.694687038364593	24.3137859409423				24.3137859409423	0.694687038364593		16.95747	-0.0416	0.69069
								0.0510056785728	0.139927448902327	0.695272066616272	24.307881684789				24.307881684789	0.695272066616272		16.96034	-0.04165	0.69061
								0.0510180645744	0.1397796151852	0.6958264430555	24.3019802954683				24.3019802954683	0.6958264430555		16.96321	-0.0417	0.69052
								0.051030450576	0.139631781468072	0.696380819494729	24.2960817708928				24.2960817708928	0.696380819494729		16.96609	-0.04175	0.69043
								0.0510428365776	0.139483947750945	0.696935195933957	24.290186108977				24.290186108977	0.696935195933957		16.96897	-0.0418	0.69035
								0.0510552225792	0.139336114033817	0.697489572373185	24.2842933076373				24.2842933076373	0.697489572373185		16.97184	-0.04185	0.69026
								0.0510676085808	0.13918828031669	0.698043948812413	24.2784033647925				24.2784033647925	0.698043948812413		16.97472	-0.0419	0.69018
								0.0510799945824	0.139040446599562	0.698598325251641	24.272516278363				24.272516278363	0.698598325251641		16.9776	-0.04195	0.69009
								0.051092380584	0.138892612882435	0.699152701690869	24.2666320462716				24.2666320462716	0.699152701690869		16.98048	-0.042	0.69
								0.0511047665856	0.138744779165307	0.699707078130098	24.2607506664428				24.2607506664428	0.699707078130098		16.98336	-0.04209	0.68994
								0.0511171525872	0.13859694544818	0.700261454569326	24.2548721368033				24.2548721368033	0.700261454569326		16.98624	-0.04219	0.68988
								0.0511295385888	0.138449111731052	0.700815831008554	24.2489964552817				24.2489964552817	0.700815831008554		16.98913	-0.04229	0.68982
								0.0511419245904	0.138301278013925	0.701370207447782	24.2431236198087				24.2431236198087	0.701370207447782		16.99201	-0.04239	0.68976
								0.051154310592	0.138153444296797	0.70192458388701	24.2372536283169				24.2372536283169	0.70192458388701		16.99489	-0.04248	0.6897
								0.0511666965936	0.13800561057967	0.702478960326238	24.231386478741				24.231386478741	0.702478960326238		16.99778	-0.04258	0.68964
								0.0511790825952	0.137857776862542	0.703033336765467	24.2255221690176				24.2255221690176	0.703033336765467		17.00067	-0.04268	0.68958
								0.0511914685968	0.137709943145415	0.703587713204695	24.2196606970854				24.2196606970854	0.703587713204695		17.00356	-0.04278	0.68951
								0.0512038545984	0.137562109428287	0.704142089643923	24.2138020608851				24.2138020608851	0.704142089643923		17.00644	-0.04287	0.68945
								0.0512162406	0.13741427571116	0.704696466083151	24.2079462583593				24.2079462583593	0.704696466083151		17.00933	-0.04297	0.68939
								0.0512286266016	0.137266441994032	0.705250842522379	24.2020932874526				24.2020932874526	0.705250842522379		17.01222	-0.04307	0.68933
								0.0512410126032	0.137118608276905	0.705805218961607	24.1962431461117				24.1962431461117	0.705805218961607		17.01512	-0.04317	0.68927
								0.0512533986048	0.136970774559777	0.706359595400836	24.1903958322851				24.1903958322851	0.706359595400836		17.01801	-0.04326	0.68921
								0.0512657846064	0.13682294084265	0.706913971840064	24.1845513439234				24.1845513439234	0.706913971840064		17.0209	-0.04336	0.68915
								0.051278170608	0.136675107125522	0.707468348279292	24.1787096789793				24.1787096789793	0.707468348279292		17.0238	-0.04346	0.68909
								0.0512905566096	0.136527273408395	0.70802272471852	24.1728708354072				24.1728708354072	0.70802272471852		17.02669	-0.04356	0.68903
								0.0513029426112	0.136379439691267	0.708577101157748	24.1670348111636				24.1670348111636	0.708577101157748		17.02959	-0.04365	0.68897
								0.0513153286128	0.13623160597414	0.709131477596977	24.1612016042071				24.1612016042071	0.709131477596977		17.03249	-0.04375	0.68891
								0.0513277146144	0.136083772257012	0.709685854036205	24.1553712124982				24.1553712124982	0.709685854036205		17.03539	-0.04385	0.68885
								0.051340100616	0.135935938539885	0.710240230475433	24.1495436339992				24.1495436339992	0.710240230475433		17.03829	-0.04395	0.68878
								0.0513524866176	0.135788104822757	0.710794606914661	24.1437188666745				24.1437188666745	0.710794606914661		17.04119	-0.04404	0.68872
								0.0513648726192	0.13564027110563	0.711348983353889	24.1378969084906				24.1378969084906	0.711348983353889		17.04409	-0.04414	0.68866
								0.0513772586208	0.135492437388502	0.711903359793117	24.1320777574157				24.1320777574157	0.711903359793117		17.04699	-0.04424	0.6886
								0.0513896446224	0.135344603671374	0.712457736232346	24.1262614114201				24.1262614114201	0.712457736232346		17.04989	-0.04433	0.68854
								0.051402030624	0.135196769954247	0.713012112671573	24.120447868476				24.120447868476	0.713012112671573		17.0528	-0.04443	0.68848
								0.0514144166256	0.13504893623712	0.713566489110802	24.1146371265577				24.1146371265577	0.713566489110802		17.0557	-0.04453	0.68842
								0.0514268026272	0.134901102519992	0.71412086555003	24.1088291836413				24.1088291836413	0.71412086555003		17.05861	-0.04463	0.68836
								0.0514391886288	0.134753268802864	0.714675241989258	24.1030240377048				24.1030240377048	0.714675241989258		17.06152	-0.04472	0.6883
								0.0514515746304	0.134605435085737	0.715229618428486	24.0972216867284				24.0972216867284	0.715229618428486		17.06443	-0.04482	0.68824
								0.051463960632	0.134457601368609	0.715783994867715	24.091422128694				24.091422128694	0.715783994867715		17.06734	-0.04492	0.68818
								0.0514763466336	0.134309767651482	0.716338371306943	24.0856253615855				24.0856253615855	0.716338371306943		17.07025	-0.04502	0.68811
								0.0514887326352	0.134161933934354	0.716892747746171	24.0798313833887				24.0798313833887	0.716892747746171		17.07316	-0.04511	0.68805
								0.0515011186368	0.134014100217227	0.717447124185399	24.0740401920916				24.0740401920916	0.717447124185399		17.07607	-0.04521	0.68799
								0.0515135046384	0.133866266500099	0.718001500624627	24.0682517856838				24.0682517856838	0.718001500624627		17.07898	-0.04531	0.68793
								0.05152589064	0.133718432782972	0.718555877063855	24.062466162157				24.062466162157	0.718555877063855		17.0819	-0.04541	0.68787
