parameter,value,efficiency,error,error_message,energy_ev,grazing_angle_deg
z_resolution_nm,10.0,0.08452164774543548,False,,2000.0,1.5
z_resolution_nm,5.99484250318941,0.10917153922938747,False,,2000.0,1.5
z_resolution_nm,3.5938136638046276,0.10208791705034008,False,,2000.0,1.5
z_resolution_nm,2.154434690031884,0.11579973183557836,False,,2000.0,1.5
z_resolution_nm,1.291549665014884,0.11215622682677176,False,,2000.0,1.5
z_resolution_nm,0.774263682681127,0.11426804967838346,False,,2000.0,1.5
z_resolution_nm,0.464158883361278,0.11372861802084239,False,,2000.0,1.5
z_resolution_nm,0.2782559402207126,0.11291764704944102,False,,2000.0,1.5
z_resolution_nm,0.1668100537200059,0.11218150205497324,False,,2000.0,1.5
z_resolution_nm,0.1,0.112698194865141,False,,2000.0,1.5
