label,energy_ev,grazing_angle_deg,fourier_orders,x_resolution_nm,z_resolution_nm,total_wall_seconds,texture_generation_seconds,fourier_coefficients_seconds,layer_propagation_cascade_seconds,profiled_exclusive_seconds,peak_memory_bytes,texture_count,unique_texture_count,selected_efficiency
user_requested,500.0,14.17636,10,0.1,0.1,3.6206785859540105,0.26573759294115007,0.9247847164515406,1.77691202564165,3.356456278823316,13357680,1042,1042,0.00914754616210811
