quadrature_order,deviation,seconds
2,0.00018594453005889842,7.9702330000000075
4,0.00018666220516720694,15.442305874996237
6,0.0001866661132762839,22.96987375000026
8,0.00018666612577901724,31.49336675000086
12,0.00018667159936273735,47.47713225000189
16,0.00018667605399169695,62.04875695898954
