period_over_wavelength,depth_over_period,eta_zero,deviation_low,deviation_high,convergence_order,projected_n_required,seconds_high
10.0,0.1613163413453783,0.1243835424855262,0.0019940111632012064,0.00046554564781013663,2.0986789471272975,1599,31.867450000005192
25.0,0.06452653653815131,0.1331244047133706,0.010710765721799353,0.002550754660533505,2.070065575418958,3672,62.04633554100292
50.0,0.032263268269075655,0.150542775920024,0.046073139755943016,0.010051853683320455,2.1964643405918447,6266,109.99190395799815
