ewald_splitting,deviation,seconds
0.06334878,0.02220667394330808,14.911603999993531
0.12669756,0.022194118997943463,19.11421270899882
0.25339512,0.02219411899622023,29.90457124999375
0.50679023,0.022194119939402263,47.95252445799997
1.01358047,0.022194118913294147,82.79963124998903
