energy_ev,grazing_angle_deg,selected_efficiency_standard,selected_efficiency_low_memory,selected_diffraction_angle_deg_standard,selected_diffraction_angle_deg_low_memory,peak_memory_mb_standard,peak_memory_mb_low_memory,wall_seconds_standard,wall_seconds_low_memory,efficiency_abs_diff
3000.0,1.2657162233926442,0.04606413132220752,0.04606413132220752,2.8488035246260353,2.8488035246260353,344.76451587677,30.94045639038086,4.5754183899844065,7.333309312001802,0.0
3010.204081632653,1.263570357825742,0.043528011922024094,0.043528011922024094,2.8439705405147464,2.8439705405147464,344.76397705078125,30.760047912597656,39.24794752302114,34.51984284503851,0.0
3020.408163265306,1.2614353695268363,0.036659471736064576,0.036659471736064576,2.839162070655334,2.839162070655334,344.76397705078125,30.75493621826172,35.09675608098041,33.808120432076976,0.0
3030.612244897959,1.2593111669115444,0.028858081329716376,0.028858081329716376,2.8343779085071787,2.8343779085071787,344.76397705078125,30.755142211914062,34.690881105023436,33.63029039197136,0.0
3040.816326530612,1.257197659471501,0.024978313330688076,0.024978313330688076,2.8296178499580833,2.8296178499580833,344.7638931274414,30.753971099853516,39.76031078095548,32.727205109084025,0.0
3051.0204081632655,1.2550947577582718,0.029380373542972012,0.029380373542972012,2.8248816932876366,2.8248816932876366,344.7639350891113,30.759357452392578,34.05218240595423,32.47125195793342,0.0
3061.2244897959185,1.2530023733671953,0.043589409230205,0.043589409230205,2.82016923913028,2.82016923913028,344.76397705078125,30.75640106201172,37.85412296094,35.59635478898417,0.0
3071.4285714285716,1.2509204189216234,0.06492765424347398,0.06492765424347398,2.8154802904413714,2.8154802904413714,344.76397705078125,30.757396697998047,39.683324765064754,32.2062557770405,0.0
3081.6326530612246,1.2488488080581135,0.08717482553147052,0.08717482553147052,2.81081465246163,2.81081465246163,344.76397705078125,30.759536743164062,37.31190737604629,33.663884530891664,0.0
3091.8367346938776,1.2467874554110097,0.10303032573936509,0.10303032573936509,2.8061721326836846,2.8061721326836846,344.76397705078125,30.756507873535156,36.193373988964595,29.890339573961683,0.0
3102.0408163265306,1.244736276597692,0.10703676628364106,0.10703676628364106,2.8015525408186335,2.8015525408186335,344.76397705078125,30.759078979492188,38.49517527909484,31.48584341001697,0.0
3112.2448979591836,1.2426951882041237,0.09793143874687647,0.09793143874687647,2.796955688762793,2.796955688762793,344.76380920410156,30.75845718383789,38.65844858402852,32.919375187018886,0.0
3122.4489795918366,1.2406641077706269,0.08099799494002428,0.08099799494002428,2.7923813905663906,2.7923813905663906,344.76397705078125,30.75583267211914,38.96489449799992,33.27004550793208,0.0
3132.6530612244896,1.2386429537777701,0.0709531508362042,0.0709531508362042,2.7878294624010636,2.7878294624010636,344.76397705078125,30.75621795654297,36.58630577404983,34.0124917490175,0.0
3142.8571428571427,1.2366316456328121,0.08986111381006164,0.08986111381006164,2.7832997225298612,2.7832997225298612,344.76397705078125,30.760974884033203,35.37507638998795,34.54280814004596,0.0
3153.0612244897957,1.2346301036561727,0.1511217700398534,0.1511217700398534,2.7787919912759236,2.7787919912759236,344.76397705078125,30.75647735595703,33.35985496698413,29.160996002028696,0.0
3163.265306122449,1.2326382490680174,0.24286141038185968,0.24286141038185968,2.7743060909923543,2.7743060909923543,344.76397705078125,30.756366729736328,35.46695084508974,30.844522489001974,0.0
3173.469387755102,1.230656003975227,0.33845687683341175,0.33845687683341175,2.769841846033401,2.769841846033401,344.76397705078125,30.754405975341797,40.30890866799746,34.40758121502586,0.0
3183.673469387755,1.2286832913589905,0.4189385461300582,0.4189385461300582,2.7653990827263613,2.7653990827263613,344.7639350891113,30.756431579589844,39.18466966494452,33.44487018301152,0.0
3193.877551020408,1.2267200350616605,0.47900794351678294,0.47900794351678294,2.7609776293410704,2.7609776293410704,344.76397705078125,30.760055541992188,34.218083600047976,34.08887782099191,0.0
3204.081632653061,1.224766159775001,0.5208456548995228,0.5208456548995228,2.756577316063982,2.756577316063982,344.76397705078125,30.755001068115234,30.919094956014305,35.04528444597963,0.0
3214.285714285714,1.2228215910274258,0.5485270249947822,0.5485270249947822,2.75219797496986,2.75219797496986,344.76397705078125,30.756019592285156,36.59021812793799,27.94020194991026,0.0
3224.4897959183672,1.2208862551725304,0.5656543796169249,0.5656543796169249,2.7478394399949053,2.7478394399949053,344.76397705078125,30.755081176757812,33.49742404394783,31.71745545102749,0.0
3234.6938775510203,1.2189600793773963,0.5748130509727712,0.5748130509727712,2.7435015469102098,2.7435015469102098,344.76397705078125,30.752788543701172,40.284206280019134,27.921426816959865,0.0
3244.8979591836733,1.2170429916107395,0.577910235614541,0.577910235614541,2.739184133296135,2.739184133296135,344.76397705078125,30.75662612915039,36.22651599999517,31.66138413490262,0.0
3255.1020408163267,1.2151349206317406,0.5761978577400375,0.5761978577400375,2.734887038517215,2.734887038517215,344.76397705078125,30.756961822509766,36.910200488055125,34.32379906391725,0.0
3265.3061224489797,1.2132357959792444,0.5704506839800972,0.5704506839800972,2.730610103695639,2.730610103695639,344.7639350891113,30.75430679321289,27.611619981005788,31.617136006010696,0.0
3275.5102040816328,1.2113455479603203,0.5610355269834354,0.5610355269834354,2.7263531716875775,2.7263531716875775,344.76397705078125,30.752845764160156,24.746023489977233,14.257971282000653,0.0
3285.714285714286,1.2094641076396897,0.5479113193708451,0.5479113193708451,2.7221160870589074,2.7221160870589074,344.76397705078125,30.753337860107422,33.0230908250669,17.588966976036318,0.0
3295.918367346939,1.2075914068296498,0.5308738592907477,0.5308738592907477,2.717898696061596,2.717898696061596,344.76397705078125,30.752952575683594,39.36880893097259,32.60973061004188,0.0
3306.122448979592,1.2057273780788194,0.5094956533668098,0.5094956533668098,2.7137008466090293,2.7137008466090293,344.76397705078125,30.75263214111328,40.03038309200201,35.36590716300998,0.0
3316.326530612245,1.2038719546625742,0.48317179136965355,0.48317179136965355,2.7095223882545696,2.7095223882545696,344.7637939453125,31.06951141357422,17.68551268905867,27.40163586498238,0.0
3326.530612244898,1.202025070572816,0.4511062871504911,0.4511062871504911,2.705363172167395,2.705363172167395,344.7637939453125,31.072071075439453,16.30743992899079,22.98592268093489,0.0
3336.734693877551,1.2001866605082938,0.41227694573959006,0.41227694573959006,2.7012230511118815,2.7012230511118815,344.7637939453125,31.07571029663086,17.207442402024753,20.744605934014544,0.0
3346.9387755102043,1.198356659864487,0.3657145642503755,0.3657145642503755,2.697101879424281,2.697101879424281,344.7637939453125,31.07054901123047,13.869587096967734,20.42729388002772,0.0
3357.142857142857,1.1965350047244243,0.3109825451378529,0.3109825451378529,2.692999512991989,2.692999512991989,344.7637939453125,31.038997650146484,19.301723981974646,16.88463333400432,0.0
3367.3469387755104,1.1947216318492622,0.24920939654490745,0.24920939654490745,2.6889158092319576,2.6889158092319576,344.7637939453125,31.04210662841797,13.436528022983111,16.310765904025175,0.0
3377.5510204081634,1.1929164786689341,0.1845924549111949,0.1845924549111949,2.68485062707056,2.68485062707056,344.7637939453125,31.038223266601562,17.747233058093116,20.453922603977844,0.0
3387.7551020408164,1.191119483273141,0.12528309185076614,0.12528309185076614,2.6808038269218883,2.6808038269218883,344.7637939453125,31.037887573242188,17.117348119034432,13.05683225800749,0.0
3397.9591836734694,1.1893305844025122,0.08144290688021794,0.08144290688021794,2.6767752706687986,2.6767752706687986,344.7637939453125,31.070785522460938,16.14511305501219,20.023671053000726,0.0
3408.1632653061224,1.187549721439865,0.05941139020011669,0.05941139020011669,2.6727648216428292,2.6727648216428292,344.7637939453125,31.072769165039062,13.312091585015878,19.42579162796028,0.0
3418.3673469387754,1.1857768344011674,0.05668757877461513,0.05668757877461513,2.668772344603795,2.668772344603795,344.7637939453125,31.07097625732422,16.665343892062083,19.30209574906621,0.0
3428.5714285714284,1.184011863927779,0.06377841563217865,0.06377841563217865,2.6647977057224637,2.6647977057224637,344.7637939453125,31.030475616455078,12.002393210073933,16.91482518997509,0.0
3438.7755102040815,1.18225475127727,0.0706453866474241,0.0706453866474241,2.6608407725598227,2.6608407725598227,344.7637939453125,31.036579132080078,14.571796418982558,14.276144640054554,0.0
3448.9795918367345,1.1805054383160325,0.071093974772367,0.071093974772367,2.6569014140504237,2.6569014140504237,344.7637939453125,31.073223114013672,15.772910056984983,18.79679616901558,0.0
3459.183673469388,1.1787638675105399,0.06348298183984888,0.06348298183984888,2.6529795004816066,2.6529795004816066,344.7637939453125,31.03594970703125,16.484017267939635,13.716087247943506,0.0
3469.387755102041,1.1770299819197447,0.04970114266594582,0.04970114266594582,2.649074903478379,2.649074903478379,344.7637939453125,31.039798736572266,16.74160690593999,15.50303018197883,0.0
3479.591836734694,1.1753037251871348,0.03380212591977927,0.03380212591977927,2.645187495983606,2.645187495983606,344.7637939453125,31.041019439697266,13.514729624032043,11.414796002907678,0.0
3489.795918367347,1.1735850415331583,0.020358160998099385,0.020358160998099385,2.641317152242152,2.641317152242152,344.7637939453125,31.069011688232422,16.427879224997014,11.015237292973325,0.0
3500.0,1.171873875747508,0.012671046915749228,0.012671046915749228,2.637463747782448,2.637463747782448,344.7637939453125,31.037261962890625,15.747851617983542,15.96680627099704,0.0
