energy_ev,grazing_angle_deg,selected_efficiency,selected_diffraction_angle_deg,peak_memory_mb,wall_seconds
3000.0,1.2657162233926442,0.08389686630573338,2.8488035246260353,99.96212673187256,2.239451083005406
3010.204081632653,1.263570357825742,0.08888448142927896,2.8439705405147464,99.96312236785889,2.6820185410033446
3020.408163265306,1.2614353695268363,0.09377651417466978,2.839162070655334,99.9617919921875,2.650334040998132
3030.612244897959,1.2593111669114734,0.09850371575283555,2.834377908507051,99.96262741088867,2.715356749999046
3040.816326530612,1.257197659471501,0.10304973526972958,2.8296178499580833,99.9616060256958,2.715421749999223
3051.0204081632655,1.2550947577582718,0.10742496989841369,2.8248816932876366,99.96146392822266,2.6826780420014984
3061.2244897959185,1.2530023733671953,0.11163686136678229,2.82016923913028,99.96176147460938,2.7239462090001325
3071.4285714285716,1.2509204189216234,0.11563999184339956,2.8154802904413714,99.96203517913818,2.670227292001073
3081.6326530612246,1.2488488080581135,0.11936359053998051,2.81081465246163,99.96208381652832,2.707276875000389
3091.8367346938776,1.2467874554110097,0.12282992738605994,2.8061721326836846,85.01750373840332,2.2076988330009044
3102.0408163265306,1.244736276597692,0.1260674021126362,2.8015525408186335,85.01894569396973,2.171305042000313
3112.2448979591836,1.2426951882041237,0.12907702649063618,2.796955688762793,85.01792335510254,2.1869073749985546
3122.4489795918366,1.2406641077706269,0.13181727010191158,2.7923813905663906,85.01667213439941,2.1565098330029286
3132.6530612244896,1.238642953777756,0.13422248573082982,2.7878294624010636,85.0180606842041,2.153268707996176
3142.8571428571427,1.236631645632798,0.13633823580740365,2.7832997225298612,85.0194263458252,2.1936792919950676
3153.0612244897957,1.2346301036561727,0.13821710815111704,2.7787919912759236,85.01707649230957,2.1558980839981814
3163.265306122449,1.2326382490680174,0.13983846403834502,2.7743060909923543,85.01802253723145,2.179288874998747
3173.469387755102,1.2306560039752128,0.14117053200875668,2.769841846033401,84.93396949768066,2.226532500004396
3183.673469387755,1.2286832913589905,0.1421582740966005,2.7653990827263613,84.9328784942627,2.1972370840012445
3193.877551020408,1.2267200350616605,0.14285360880519238,2.7609776293410704,84.93482398986816,2.218415458999516
3204.081632653061,1.224766159775001,0.1433325882067923,2.756577316063982,84.93499946594238,2.1987873339967337
3214.285714285714,1.2228215910274258,0.14355222806185072,2.7521979749698744,84.93453407287598,2.218705042003421
3224.4897959183672,1.2208862551725304,0.1434894852779631,2.7478394399949053,84.93624305725098,2.2313737500007846
3234.6938775510203,1.2189600793773963,0.14310373228161155,2.7435015469102098,84.93645668029785,2.212487583004986
3244.8979591836733,1.2170429916107395,0.14244057442198585,2.739184133296135,84.93530464172363,2.201523666000867
3255.1020408163267,1.215134920631698,0.1415918213399271,2.734887038517215,84.93252754211426,2.2011052500020014
3265.3061224489797,1.2132357959792444,0.14050479120613238,2.730610103695639,84.93506050109863,2.1771911249961704
3275.5102040816328,1.2113455479603203,0.1391603402382602,2.7263531716875775,84.9346866607666,2.1874257079980453
3285.714285714286,1.2094641076398034,0.13753459133567358,2.7221160870589216,84.93119239807129,2.152522583004611
3295.918367346939,1.2075914068296498,0.13566034565307283,2.717898696061596,84.93656349182129,2.159555584003101
3306.122448979592,1.2057273780788194,0.13363547415838872,2.7137008466090293,84.93713569641113,2.1688503340046736
3316.326530612245,1.2038719546625742,0.13141668775132864,2.7095223882545696,84.93327522277832,2.1922652919965913
3326.530612244898,1.202025070572816,0.1289808802789797,2.705363172167395,84.93705940246582,2.15528208300384
3336.734693877551,1.2001866605082938,0.12632108206483475,2.7012230511118815,84.92233467102051,2.1645321670002886
3346.9387755102043,1.1983566598644586,0.12345664375668551,2.697101879424281,84.92402839660645,2.158208624998224
3357.142857142857,1.1965350047244243,0.12047708880895439,2.692999512991989,84.91777992248535,2.166659583002911
3367.3469387755104,1.1947216318492764,0.11737053039076943,2.688915809231972,84.92015266418457,2.1570114999994985
3377.5510204081634,1.192916478668863,0.11410202711788253,2.68485062707056,84.91951179504395,2.1691529159943457
3387.7551020408164,1.191119483273141,0.11067862501500443,2.6808038269218883,84.92143440246582,2.1860896670041257
3397.9591836734694,1.1893305844025122,0.10711013674860542,2.6767752706687986,84.92066383361816,2.177119166000921
3408.1632653061224,1.1875497214397939,0.10346448216096359,2.6727648216425592,84.92167854309082,2.1733035829965957
3418.3673469387754,1.1857768344011674,0.09977735974749373,2.668772344603795,84.91529273986816,2.153615916999115
3428.5714285714284,1.184011863927779,0.0959957082207547,2.6647977057224637,84.91555976867676,2.127860459004296
3438.7755102040815,1.18225475127727,0.09213395099258928,2.6608407725598227,84.92196846008301,2.158211707996088
3448.9795918367345,1.1805054383160325,0.08819939158128533,2.6569014140504237,84.91987037658691,2.18073112500133
3459.183673469388,1.1787638675105825,0.08422678680429234,2.6529795004816066,84.91720771789551,2.150097707999521
3469.387755102041,1.1770299819197163,0.08030712724149155,2.649074903478379,84.9196949005127,2.2006689159970847
3479.591836734694,1.1753037251871348,0.07636533296077787,2.645187495983606,84.91919136047363,2.143967459000123
3489.795918367347,1.1735850415331726,0.07241538518213522,2.641317152242152,84.91937446594238,2.171131167000567
3500.0,1.171873875747508,0.06847166539588619,2.637463747782448,84.91421699523926,1.9131534999978612
