parameter,value,efficiency,error,energy_ev,grazing_angle_deg
z_resolution,0.01,0.114774242659029,False,100.0,3.4597886358489376
z_resolution,1.12,0.11409644682612932,False,100.0,3.4597886358489376
z_resolution,2.23,0.11192622911591907,False,100.0,3.4597886358489376
z_resolution,3.34,0.11812525404467682,False,100.0,3.4597886358489376
z_resolution,4.45,0.11512457738847698,False,100.0,3.4597886358489376
z_resolution,5.5600000000000005,0.11060171199148872,False,100.0,3.4597886358489376
z_resolution,6.67,0.1067869481300149,False,100.0,3.4597886358489376
z_resolution,7.78,0.10486115441496789,False,100.0,3.4597886358489376
z_resolution,8.89,0.10869494036829437,False,100.0,3.4597886358489376
z_resolution,10.0,0.1349234070041707,False,100.0,3.4597886358489376
