parameter,value,efficiency,error,energy_ev,grazing_angle_deg
x_resolution,0.01,0.11459570787265305,False,100.0,3.4597886358489376
x_resolution,1.12,0.11477136125792618,False,100.0,3.4597886358489376
x_resolution,2.23,0.11491879724456898,False,100.0,3.4597886358489376
x_resolution,3.34,0.11507006131185707,False,100.0,3.4597886358489376
x_resolution,4.45,0.11519557643254422,False,100.0,3.4597886358489376
x_resolution,5.5600000000000005,0.11535028883157536,False,100.0,3.4597886358489376
x_resolution,6.67,0.11550666767931798,False,100.0,3.4597886358489376
x_resolution,7.78,0.11669163328869557,False,100.0,3.4597886358489376
x_resolution,8.89,0.11582213513673967,False,100.0,3.4597886358489376
x_resolution,10.0,0.11592854998799251,False,100.0,3.4597886358489376
