parameter,value,efficiency,error,energy_ev,grazing_angle_deg
z_resolution,0.1,0.15601033794069497,False,2000.0,0.7752296420774627
z_resolution,0.12742749857031338,0.15596406517986333,False,2000.0,0.7752296420774627
z_resolution,0.16237767391887217,0.15603029521491604,False,2000.0,0.7752296420774627
z_resolution,0.20691380811147897,0.15581618375377254,False,2000.0,0.7752296420774627
z_resolution,0.26366508987303583,0.15604717392109765,False,2000.0,0.7752296420774627
z_resolution,0.33598182862837817,0.1561303784237109,False,2000.0,0.7752296420774627
z_resolution,0.42813323987193935,0.15613516575220163,False,2000.0,0.7752296420774627
z_resolution,0.5455594781168519,0.15585839070501223,False,2000.0,0.7752296420774627
z_resolution,0.6951927961775606,0.15553676524726523,False,2000.0,0.7752296420774627
z_resolution,0.8858667904100825,0.1562301522256928,False,2000.0,0.7752296420774627
z_resolution,1.1288378916846888,0.15457213482641904,False,2000.0,0.7752296420774627
z_resolution,1.438449888287663,0.15466874174155795,False,2000.0,0.7752296420774627
z_resolution,1.8329807108324356,0.1522724957070316,False,2000.0,0.7752296420774627
z_resolution,2.3357214690901213,0.15206977568360167,False,2000.0,0.7752296420774627
z_resolution,2.9763514416313175,0.14905524816190227,False,2000.0,0.7752296420774627
z_resolution,3.79269019073225,0.1408238764585889,False,2000.0,0.7752296420774627
z_resolution,4.832930238571752,0.13403461177657422,False,2000.0,0.7752296420774627
z_resolution,6.158482110660261,0.13038492131816073,False,2000.0,0.7752296420774627
z_resolution,7.847599703514611,0.12932975534190538,False,2000.0,0.7752296420774627
z_resolution,10.0,0.11305629817790212,False,2000.0,0.7752296420774627
