energy_ev,selected_grazing_angle_deg,order,efficiency,diffraction_angle_deg,retry_triggered,retry_attempts,retry_status,selected_efficiency_is_exact_zero,selected_efficiency_below_retry_threshold,theta_tracking_center_mode,theta_tracking_auto_classification,theta_tracking_previous_energy_ev,theta_tracking_previous_grazing_angle_deg,theta_tracking_used_previous_theta,theta_tracking_bragg_fallback_triggered,theta_tracking_continuity_rejected,precise_peak_selection_mode_requested,precise_peak_selection_mode_used,precise_peak_fit_fallback_used,precise_peak_fitted_center_deg,precise_peak_fitted_fwhm_deg
520.0,13.576636682600693,0,8.347450983589272e-06,13.576636682600679,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,1,4.470722286594823e-09,12.101169809669202,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,2,1.9064032621837566e-05,10.422308277106026,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,3,6.48393279647572e-05,8.419223506070566,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,4,8.732893022431708e-05,5.763195360780998,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,5,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,6,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,7,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,8,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,9,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,10,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,11,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,12,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,13,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,14,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
520.0,13.576636682600693,15,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,510.0,13.87004182949011,1,0,0,voigt,voigt,0,13.576636682600693,0.28014385323280633
530.0,13.36040236818608,-15,1.0039147258781668e-08,27.286786949254832,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-14,3.9474966880143515e-09,26.576582427185528,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-13,3.717066684658851e-09,25.848326046667694,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-12,2.5978299887335386e-08,25.10043953559439,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-11,1.2047170669150627e-08,24.33110555928218,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-10,1.1266916330675989e-08,23.53821379106435,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-9,9.518281808353276e-08,22.719290266366258,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-8,4.6328766612911686e-08,21.871403216420603,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-7,6.656943147077348e-08,20.991035041398476,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-6,6.022415693905517e-07,20.073904239303417,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-5,3.3552250439541643e-07,19.114711086349715,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-4,1.6570636823623164e-06,18.106762921166194,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
530.0,13.36040236818608,-3,4.256729160144718e-05,17.041401070372345,1,3,retry_exhausted,0,1,bragg,initial,,,0,0,0,voigt,voigt,0,13.36040236818608,0.5161158608872974
