energy_ev,selected_grazing_angle_deg,order,efficiency,diffraction_angle_deg,retry_triggered,retry_attempts,retry_status,selected_efficiency_is_exact_zero,selected_efficiency_below_retry_threshold,theta_tracking_center_mode,theta_tracking_auto_classification,theta_tracking_previous_energy_ev,theta_tracking_previous_grazing_angle_deg,theta_tracking_used_previous_theta,theta_tracking_bragg_fallback_triggered,theta_tracking_continuity_rejected,precise_peak_selection_mode_requested,precise_peak_selection_mode_used,precise_peak_fit_fallback_used,precise_peak_fitted_center_deg,precise_peak_fitted_fwhm_deg
900.0,7.349243158055156,-23,5.13696786648614e-09,23.688421240288278,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-22,2.9469946528008693e-09,23.212418012427847,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-21,3.764810618454033e-10,22.727009368509798,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-20,7.232050897311966e-09,22.231577659035295,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-19,6.252567716689679e-09,21.725435581545327,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-18,1.0707618603503862e-09,21.207814673901666,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-17,1.506432791458032e-08,20.677851243090075,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-16,9.055190032286132e-09,20.134568994539634,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-15,3.895795980067855e-09,19.576857364241008,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-14,2.7393372067918912e-08,19.00344417855098,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-13,5.480273848033267e-08,18.412860714208307,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-12,2.3259884957551984e-08,17.80339640573432,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-11,1.1503191588774145e-07,17.173039185250047,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-10,3.089174207953564e-08,16.519395458776472,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-9,1.3696612429298548e-07,15.839580520783656,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-8,5.283371739458234e-07,15.1300648544334,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-7,8.406588031358652e-09,14.386452456205745,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-6,1.9680717225854717e-06,13.603150383746481,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-5,7.026725558870515e-06,12.772856180620835,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-4,5.082410057909077e-06,11.885723063763663,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-3,0.0014797808836919007,10.927914182804003,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-2,0.10911725032949766,9.878890474944427,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,-1,0.0018086098599777584,8.705736844422006,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,0,0.0002796170660129493,7.349243158055188,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,1,2.3579174367502844e-05,5.679522507263485,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,2,0.0016089831607424665,3.2444711339446144,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,3,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,4,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,5,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,6,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,7,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,8,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,9,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,10,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
900.0,7.349243158055156,11,0.0,0.0,0,0,not_needed,0,0,tracked_previous,auto_dense,500.0,14.183552179744003,1,0,0,voigt,voigt,0,7.349243158055156,0.3069676281954974
